ID;ID_ATRIBUTO;Type;SKU;Name;Published;Is featured?;Visibility in catalog;Short description;description;In stock?;Stock;Backorders allowed?;Sold individually?;Weight (lbs);Allow customer reviews?;Sale price;Regular price;Categories;Images
1336;1428;variation;WJ12-XS-Black;Olivia 1/4 Zip Light Jacket-XS-Black;1;0;visible;;<p>Running errands or headed to the gym, you just want to be comfortable. The Olivia Light Jacket promises that, plus a laid-back look. This zip-up is designed with shoulder stripes for an athletic touch, and banded waist and contoured seams for a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1337;1429;variation;WJ12-XS-Blue;Olivia 1/4 Zip Light Jacket-XS-Blue;1;0;visible;;<p>Running errands or headed to the gym, you just want to be comfortable. The Olivia Light Jacket promises that, plus a laid-back look. This zip-up is designed with shoulder stripes for an athletic touch, and banded waist and contoured seams for a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1338;1430;variation;WJ12-XS-Purple;Olivia 1/4 Zip Light Jacket-XS-Purple;1;0;visible;;<p>Running errands or headed to the gym, you just want to be comfortable. The Olivia Light Jacket promises that, plus a laid-back look. This zip-up is designed with shoulder stripes for an athletic touch, and banded waist and contoured seams for a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1774;1431;variable;WP01;Karmen Yoga Pant;1;0;visible;This is a variable product called a Karmen Yoga Pant;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1768;1432;variation;WP01-28-Black;Karmen Yoga Pant-28-Black;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1769;1433;variation;WP01-28-Gray;Karmen Yoga Pant-28-Gray;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1770;1434;variation;WP01-28-White;Karmen Yoga Pant-28-White;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1771;1435;variation;WP01-29-Black;Karmen Yoga Pant-29-Black;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1772;1436;variation;WP01-29-Gray;Karmen Yoga Pant-29-Gray;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1773;1437;variation;WP01-29-White;Karmen Yoga Pant-29-White;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1781;1438;variable;WP02;Emma Leggings;1;0;visible;This is a variable product called a Emma Leggings;<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p> <p>&bull;;;;;;;;;;
1775;1439;variation;WP02-28-Blue;Emma Leggings-28-Blue;1;0;visible;;<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p> <p>&bull;;;;;;;;;;
1776;1440;variation;WP02-28-Purple;Emma Leggings-28-Purple;1;0;visible;;<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p> <p>&bull;;;;;;;;;;
1777;1441;variation;WP02-28-Red;Emma Leggings-28-Red;1;0;visible;;<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p> <p>&bull;;;;;;;;;;
1778;1442;variation;WP02-29-Blue;Emma Leggings-29-Blue;1;0;visible;;<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p> <p>&bull;;;;;;;;;;
1779;1443;variation;WP02-29-Purple;Emma Leggings-29-Purple;1;0;visible;;<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p> <p>&bull;;;;;;;;;;
1780;1444;variation;WP02-29-Red;Emma Leggings-29-Red;1;0;visible;;<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p> <p>&bull;;;;;;;;;;
1788;1445;variable;WP03;Ida Workout Parachute Pant;1;0;visible;This is a variable product called a Ida Workout Parachute Pant;<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p> <p>&bull;;;;;;;;;;
1782;1446;variation;WP03-28-Black;Ida Workout Parachute Pant-28-Black;1;0;visible;;<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p> <p>&bull;;;;;;;;;;
1783;1447;variation;WP03-28-Blue;Ida Workout Parachute Pant-28-Blue;1;0;visible;;<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p> <p>&bull;;;;;;;;;;
1784;1448;variation;WP03-28-Purple;Ida Workout Parachute Pant-28-Purple;1;0;visible;;<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p> <p>&bull;;;;;;;;;;
1785;1449;variation;WP03-29-Black;Ida Workout Parachute Pant-29-Black;1;0;visible;;<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p> <p>&bull;;;;;;;;;;
1786;1450;variation;WP03-29-Blue;Ida Workout Parachute Pant-29-Blue;1;0;visible;;<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p> <p>&bull;;;;;;;;;;
1787;1451;variation;WP03-29-Purple;Ida Workout Parachute Pant-29-Purple;1;0;visible;;<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p> <p>&bull;;;;;;;;;;
1795;1452;variable;WP04;Cora Parachute Pant;1;0;visible;This is a variable product called a Cora Parachute Pant;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1789;1453;variation;WP04-28-Black;Cora Parachute Pant-28-Black;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1790;1454;variation;WP04-28-Blue;Cora Parachute Pant-28-Blue;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1791;1455;variation;WP04-28-White;Cora Parachute Pant-28-White;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1792;1456;variation;WP04-29-Black;Cora Parachute Pant-29-Black;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1793;1457;variation;WP04-29-Blue;Cora Parachute Pant-29-Blue;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1794;1458;variation;WP04-29-White;Cora Parachute Pant-29-White;1;0;visible;;<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p> <p>&bull;;;;;;;;;;
1802;1459;variable;WP05;Sahara Leggings;1;0;visible;This is a variable product called a Sahara Leggings;<p>Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1796;1460;variation;WP05-28-Blue;Sahara Leggings-28-Blue;1;0;visible;;<p>Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1797;1461;variation;WP05-28-Gray;Sahara Leggings-28-Gray;1;0;visible;;<p>Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1798;1462;variation;WP05-28-Red;Sahara Leggings-28-Red;1;0;visible;;<p>Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1799;1463;variation;WP05-29-Blue;Sahara Leggings-29-Blue;1;0;visible;;<p>Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1800;1464;variation;WP05-29-Gray;Sahara Leggings-29-Gray;1;0;visible;;<p>Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1801;1465;variation;WP05-29-Red;Sahara Leggings-29-Red;1;0;visible;;<p>Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.</p> <p>&bull;;;;;;;;;;
1809;1466;variable;WP06;Diana Tights;1;0;visible;This is a variable product called a Diana Tights;<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p> <p>&bull;;;;;;;;;;
1803;1467;variation;WP06-28-Black;Diana Tights-28-Black;1;0;visible;;<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p> <p>&bull;;;;;;;;;;
1804;1468;variation;WP06-28-Blue;Diana Tights-28-Blue;1;0;visible;;<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p> <p>&bull;;;;;;;;;;
1805;1469;variation;WP06-28-Orange;Diana Tights-28-Orange;1;0;visible;;<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p> <p>&bull;;;;;;;;;;
1806;1470;variation;WP06-29-Black;Diana Tights-29-Black;1;0;visible;;<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p> <p>&bull;;;;;;;;;;
1807;1471;variation;WP06-29-Blue;Diana Tights-29-Blue;1;0;visible;;<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p> <p>&bull;;;;;;;;;;
1808;1472;variation;WP06-29-Orange;Diana Tights-29-Orange;1;0;visible;;<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p> <p>&bull;;;;;;;;;;
1816;1473;variable;WP07;Aeon Capri;1;0;visible;This is a variable product called a Aeon Capri;<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p> <p>&bull;;;;;;;;;;
1810;1474;variation;WP07-28-Black;Aeon Capri-28-Black;1;0;visible;;<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p> <p>&bull;;;;;;;;;;
1811;1475;variation;WP07-28-Blue;Aeon Capri-28-Blue;1;0;visible;;<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p> <p>&bull;;;;;;;;;;
1812;1476;variation;WP07-28-Orange;Aeon Capri-28-Orange;1;0;visible;;<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p> <p>&bull;;;;;;;;;;
1813;1477;variation;WP07-29-Black;Aeon Capri-29-Black;1;0;visible;;<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p> <p>&bull;;;;;;;;;;
1814;1478;variation;WP07-29-Blue;Aeon Capri-29-Blue;1;0;visible;;<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p> <p>&bull;;;;;;;;;;
1815;1479;variation;WP07-29-Orange;Aeon Capri-29-Orange;1;0;visible;;<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p> <p>&bull;;;;;;;;;;
1823;1480;variable;WP08;Bardot Capri;1;0;visible;This is a variable product called a Bardot Capri;<p>Black is back &mdash;;;;;;;;;;
1817;1481;variation;WP08-28-Black;Bardot Capri-28-Black;1;0;visible;;<p>Black is back &mdash;;;;;;;;;;
1818;1482;variation;WP08-28-Green;Bardot Capri-28-Green;1;0;visible;;<p>Black is back &mdash;;;;;;;;;;
1819;1483;variation;WP08-28-Red;Bardot Capri-28-Red;1;0;visible;;<p>Black is back &mdash;;;;;;;;;;
1820;1484;variation;WP08-29-Black;Bardot Capri-29-Black;1;0;visible;;<p>Black is back &mdash;;;;;;;;;;
1821;1485;variation;WP08-29-Green;Bardot Capri-29-Green;1;0;visible;;<p>Black is back &mdash;;;;;;;;;;
1822;1486;variation;WP08-29-Red;Bardot Capri-29-Red;1;0;visible;;<p>Black is back &mdash;;;;;;;;;;
1830;1487;variable;WP09;Carina Basic Capri;1;0;visible;This is a variable product called a Carina Basic Capri;"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p> <p>&bull";;;;;;;;;;
1824;1488;variation;WP09-28-Black;Carina Basic Capri-28-Black;1;0;visible;;"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p> <p>&bull";;;;;;;;;;
1825;1489;variation;WP09-28-Blue;Carina Basic Capri-28-Blue;1;0;visible;;"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p> <p>&bull";;;;;;;;;;
1826;1490;variation;WP09-28-Purple;Carina Basic Capri-28-Purple;1;0;visible;;"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p> <p>&bull";;;;;;;;;;
1827;1491;variation;WP09-29-Black;Carina Basic Capri-29-Black;1;0;visible;;"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p> <p>&bull";;;;;;;;;;
1828;1492;variation;WP09-29-Blue;Carina Basic Capri-29-Blue;1;0;visible;;"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p> <p>&bull";;;;;;;;;;
1829;1493;variation;WP09-29-Purple;Carina Basic Capri-29-Purple;1;0;visible;;"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p> <p>&bull";;;;;;;;;;
1837;1494;variable;WP10;Daria Bikram Pant;1;0;visible;This is a variable product called a Daria Bikram Pant;<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p> <p>&bull;;;;;;;;;;
1831;1495;variation;WP10-28-Black;Daria Bikram Pant-28-Black;1;0;visible;;<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p> <p>&bull;;;;;;;;;;
1832;1496;variation;WP10-28-Gray;Daria Bikram Pant-28-Gray;1;0;visible;;<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p> <p>&bull;;;;;;;;;;
1833;1497;variation;WP10-28-White;Daria Bikram Pant-28-White;1;0;visible;;<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p> <p>&bull;;;;;;;;;;
1834;1498;variation;WP10-29-Black;Daria Bikram Pant-29-Black;1;0;visible;;<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p> <p>&bull;;;;;;;;;;
1835;1499;variation;WP10-29-Gray;Daria Bikram Pant-29-Gray;1;0;visible;;<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p> <p>&bull;;;;;;;;;;
1836;1500;variation;WP10-29-White;Daria Bikram Pant-29-White;1;0;visible;;<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p> <p>&bull;;;;;;;;;;
1844;1501;variable;WP11;Sylvia Capri;1;0;visible;This is a variable product called a Sylvia Capri;<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p> <p>&bull;;;;;;;;;;
1838;1502;variation;WP11-28-Blue;Sylvia Capri-28-Blue;1;0;visible;;<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p> <p>&bull;;;;;;;;;;
1839;1503;variation;WP11-28-Green;Sylvia Capri-28-Green;1;0;visible;;<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p> <p>&bull;;;;;;;;;;
1840;1504;variation;WP11-28-Red;Sylvia Capri-28-Red;1;0;visible;;<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p> <p>&bull;;;;;;;;;;
1841;1505;variation;WP11-29-Blue;Sylvia Capri-29-Blue;1;0;visible;;<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p> <p>&bull;;;;;;;;;;
1842;1506;variation;WP11-29-Green;Sylvia Capri-29-Green;1;0;visible;;<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p> <p>&bull;;;;;;;;;;
1843;1507;variation;WP11-29-Red;Sylvia Capri-29-Red;1;0;visible;;<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p> <p>&bull;;;;;;;;;;
1851;1508;variable;WP12;Deirdre Relaxed-Fit Capri;1;0;visible;This is a variable product called a Deirdre Relaxed-Fit Capri;<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p> <p>&bull;;;;;;;;;;
1845;1509;variation;WP12-28-Blue;Deirdre Relaxed-Fit Capri-28-Blue;1;0;visible;;<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p> <p>&bull;;;;;;;;;;
1846;1510;variation;WP12-28-Gray;Deirdre Relaxed-Fit Capri-28-Gray;1;0;visible;;<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p> <p>&bull;;;;;;;;;;
1847;1511;variation;WP12-28-Green;Deirdre Relaxed-Fit Capri-28-Green;1;0;visible;;<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p> <p>&bull;;;;;;;;;;
1848;1512;variation;WP12-29-Blue;Deirdre Relaxed-Fit Capri-29-Blue;1;0;visible;;<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p> <p>&bull;;;;;;;;;;
1849;1513;variation;WP12-29-Gray;Deirdre Relaxed-Fit Capri-29-Gray;1;0;visible;;<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p> <p>&bull;;;;;;;;;;
1850;1514;variation;WP12-29-Green;Deirdre Relaxed-Fit Capri-29-Green;1;0;visible;;<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p> <p>&bull;;;;;;;;;;
1858;1515;variable;WP13;Portia Capri;1;0;visible;This is a variable product called a Portia Capri;<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p> <p>&bull;;;;;;;;;;
1852;1516;variation;WP13-28-Blue;Portia Capri-28-Blue;1;0;visible;;<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p> <p>&bull;;;;;;;;;;
1853;1517;variation;WP13-28-Green;Portia Capri-28-Green;1;0;visible;;<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p> <p>&bull;;;;;;;;;;
1854;1518;variation;WP13-28-Orange;Portia Capri-28-Orange;1;0;visible;;<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p> <p>&bull;;;;;;;;;;
1855;1519;variation;WP13-29-Blue;Portia Capri-29-Blue;1;0;visible;;<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p> <p>&bull;;;;;;;;;;
1856;1520;variation;WP13-29-Green;Portia Capri-29-Green;1;0;visible;;<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p> <p>&bull;;;;;;;;;;
1857;1521;variation;WP13-29-Orange;Portia Capri-29-Orange;1;0;visible;;<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p> <p>&bull;;;;;;;;;;
1527;1522;variable;WS01;Gwyn Endurance Tee;1;0;visible;This is a variable product called a Gwyn Endurance Tee;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1521;1523;variation;WS01-L-Black;Gwyn Endurance Tee-L-Black;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1522;1524;variation;WS01-L-Green;Gwyn Endurance Tee-L-Green;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1523;1525;variation;WS01-L-Yellow;Gwyn Endurance Tee-L-Yellow;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1518;1526;variation;WS01-M-Black;Gwyn Endurance Tee-M-Black;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1519;1527;variation;WS01-M-Green;Gwyn Endurance Tee-M-Green;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1520;1528;variation;WS01-M-Yellow;Gwyn Endurance Tee-M-Yellow;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1515;1529;variation;WS01-S-Black;Gwyn Endurance Tee-S-Black;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1516;1530;variation;WS01-S-Green;Gwyn Endurance Tee-S-Green;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1517;1531;variation;WS01-S-Yellow;Gwyn Endurance Tee-S-Yellow;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1524;1532;variation;WS01-XL-Black;Gwyn Endurance Tee-XL-Black;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1525;1533;variation;WS01-XL-Green;Gwyn Endurance Tee-XL-Green;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1526;1534;variation;WS01-XL-Yellow;Gwyn Endurance Tee-XL-Yellow;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1512;1535;variation;WS01-XS-Black;Gwyn Endurance Tee-XS-Black;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
1513;1536;variation;WS01-XS-Green;Gwyn Endurance Tee-XS-Green;1;0;visible;;<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p> <p>&bull;;;;;;;;;;
